candidate_event_id,group_id,working_filename,working_path,event_index,detected_onset_seconds,corrected_onset_seconds,ioi_seconds,onset_strength_norm,clip_filename,clip_path,keep_event,event_token,review_confidence,reviewer,review_notes,token_ioi_class,token_strength_class,token_rule,usable_for_training,source_review_file
PERF-001-CAND-0146,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,146,170.666667,170.666667,0.6037189999999839,0.037504,PERF-001_event_0146_PERF-001-CAND-0146.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0146_PERF-001-CAND-0146.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0147,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,147,171.293605,171.293605,0.626938000000024,0.037189,PERF-001_event_0147_PERF-001-CAND-0147.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0147_PERF-001-CAND-0147.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0148,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,148,172.466213,172.466213,1.1726079999999968,0.035311,PERF-001_event_0148_PERF-001-CAND-0148.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0148_PERF-001-CAND-0148.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0149,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,149,174.3122,174.3122,1.8459869999999796,0.046959,PERF-001_event_0149_PERF-001-CAND-0149.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0149_PERF-001-CAND-0149.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0150,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,150,176.727075,176.727075,2.4148750000000234,0.045758,PERF-001_event_0150_PERF-001-CAND-0150.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0150_PERF-001-CAND-0150.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0151,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,151,177.342404,177.342404,0.6153289999999743,0.046716,PERF-001_event_0151_PERF-001-CAND-0151.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0151_PERF-001-CAND-0151.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0152,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,152,177.934512,177.934512,0.5921080000000245,0.041037,PERF-001_event_0152_PERF-001-CAND-0152.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0152_PERF-001-CAND-0152.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0153,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,153,179.768889,179.768889,1.8343769999999893,0.048244,PERF-001_event_0153_PERF-001-CAND-0153.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0153_PERF-001-CAND-0153.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0154,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,154,181.289796,181.289796,1.520906999999994,0.038373,PERF-001_event_0154_PERF-001-CAND-0154.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0154_PERF-001-CAND-0154.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0155,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,155,181.881905,181.881905,0.5921089999999936,0.039345,PERF-001_event_0155_PERF-001-CAND-0155.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0155_PERF-001-CAND-0155.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0156,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,156,183.112562,183.112562,1.2306570000000079,0.045451,PERF-001_event_0156_PERF-001-CAND-0156.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0156_PERF-001-CAND-0156.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0157,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,157,184.656689,184.656689,1.5441270000000031,0.033506,PERF-001_event_0157_PERF-001-CAND-0157.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0157_PERF-001-CAND-0157.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0158,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,158,184.958549,184.958549,0.3018600000000049,0.040428,PERF-001_event_0158_PERF-001-CAND-0158.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0158_PERF-001-CAND-0158.wav,yes,SHORT_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,SHORT,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0159,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,159,185.550658,185.550658,0.5921089999999936,0.019552,PERF-001_event_0159_PERF-001-CAND-0159.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0159_PERF-001-CAND-0159.wav,yes,MEDIUM_WEAK,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,WEAK,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0160,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,160,186.781315,186.781315,1.2306570000000079,0.052279,PERF-001_event_0160_PERF-001-CAND-0160.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0160_PERF-001-CAND-0160.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0161,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,161,187.385034,187.385034,0.6037189999999839,0.034108,PERF-001_event_0161_PERF-001-CAND-0161.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0161_PERF-001-CAND-0161.wav,yes,MEDIUM_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0162,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,162,188.000363,188.000363,0.6153290000000027,0.032654,PERF-001_event_0162_PERF-001-CAND-0162.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0162_PERF-001-CAND-0162.wav,yes,MEDIUM_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0163,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,163,189.52127,189.52127,1.520906999999994,0.042669,PERF-001_event_0163_PERF-001-CAND-0163.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0163_PERF-001-CAND-0163.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0164,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,164,191.611066,191.611066,2.089796000000007,0.033204,PERF-001_event_0164_PERF-001-CAND-0164.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0164_PERF-001-CAND-0164.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0165,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,165,192.888163,192.888163,1.2770969999999977,0.046568,PERF-001_event_0165_PERF-001-CAND-0165.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0165_PERF-001-CAND-0165.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0166,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,166,194.095601,194.095601,1.2074379999999962,0.040238,PERF-001_event_0166_PERF-001-CAND-0166.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0166_PERF-001-CAND-0166.wav,yes,LONG_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0167,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,167,195.326259,195.326259,1.2306580000000054,0.03224,PERF-001_event_0167_PERF-001-CAND-0167.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0167_PERF-001-CAND-0167.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0168,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,168,195.953197,195.953197,0.6269379999999956,0.038496,PERF-001_event_0168_PERF-001-CAND-0168.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0168_PERF-001-CAND-0168.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0169,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,169,196.556916,196.556916,0.6037190000000123,0.041729,PERF-001_event_0169_PERF-001-CAND-0169.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0169_PERF-001-CAND-0169.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0170,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,170,197.172245,197.172245,0.6153290000000027,0.033717,PERF-001_event_0170_PERF-001-CAND-0170.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0170_PERF-001-CAND-0170.wav,yes,MEDIUM_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0171,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,171,198.402902,198.402902,1.2306570000000079,0.027348,PERF-001_event_0171_PERF-001-CAND-0171.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0171_PERF-001-CAND-0171.wav,yes,LONG_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,LONG,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0172,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,172,199.006621,199.006621,0.6037189999999839,0.051155,PERF-001_event_0172_PERF-001-CAND-0172.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0172_PERF-001-CAND-0172.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0173,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,173,199.62195,199.62195,0.6153290000000027,0.034154,PERF-001_event_0173_PERF-001-CAND-0173.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0173_PERF-001-CAND-0173.wav,yes,MEDIUM_MEDIUM,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,MEDIUM,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0174,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,174,200.260499,200.260499,0.6385490000000118,0.041247,PERF-001_event_0174_PERF-001-CAND-0174.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0174_PERF-001-CAND-0174.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0175,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,175,200.875828,200.875828,0.6153290000000027,0.03978,PERF-001_event_0175_PERF-001-CAND-0175.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0175_PERF-001-CAND-0175.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0176,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,176,201.479546,201.479546,0.6037179999999864,0.046912,PERF-001_event_0176_PERF-001-CAND-0176.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0176_PERF-001-CAND-0176.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0177,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,177,202.106485,202.106485,0.626938999999993,0.041573,PERF-001_event_0177_PERF-001-CAND-0177.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0177_PERF-001-CAND-0177.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
PERF-001-CAND-0178,PERF-001,PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\working_audio\ensembles\PERF-001_SDNG_SNDG_Gangsa_ENSEMBLE01.wav,178,202.721814,202.721814,0.6153290000000027,0.056427,PERF-001_event_0178_PERF-001-CAND-0178.wav,C:\Users\vonje\Documents\4th Year Acts\Thesis\Latest Requirements\Thesis App\data_pipeline\data\event_review\candidate_event_clips\PERF-001\PERF-001_event_0178_PERF-001-CAND-0178.wav,yes,MEDIUM_STRONG,accepted_after_clip_review,Von Jethro E. Landicho,Accepted as usable candidate event; token assigned from IOI and normalized onset strength.,MEDIUM,STRONG,IOI tertile + onset-strength tertile; first event per recording uses START,yes,ensemble_event_review(3).csv
